indexID,ticker,porgFullName,secShortName,exchangeCD,tradeDate,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,turnoverValue,CHG,CHGPct
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-11,2086.067,2086.177,2082.522,2111.061,2103.671,14221132400,1.25266774385e+11,17.604,0.008439
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-12,2103.671,2103.828,2096.509,2110.904,2109.955,12633318600,1.10804071445e+11,6.284,0.002987
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-13,2109.955,2106.934,2096.966,2122.826,2098.401,14653263400,1.24377063737e+11,-11.554,-0.005476
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-14,2098.401,2097.32,2095.09,2116.186,2115.848,11151795000,97399672623.0,17.447,0.008314
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-17,2115.848,2124.88,2117.689,2136.447,2135.415,14024444300,1.26213748935e+11,19.567,0.009248
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-18,2135.415,2134.143,2113.128,2134.143,2119.066,14286930800,1.29786966518e+11,-16.349,-0.007656
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-19,2119.066,2116.919,2111.168,2152.961,2142.554,15126124600,1.27818451163e+11,23.488,0.011084
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-20,2142.554,2152.891,2136.481,2177.978,2138.782,15705227600,1.30938438484e+11,-3.772,-0.001761
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-21,2138.782,2131.592,2098.328,2132.703,2113.693,11766265100,99514289373.0,-25.089,-0.011731
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-24,2113.693,2099.717,2058.791,2099.717,2076.686,12355530800,1.07202449712e+11,-37.007,-0.017508
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-25,2076.686,2077.285,2026.543,2087.616,2034.219,14013297800,1.27823834204e+11,-42.467,-0.020449
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-26,2034.219,2026.61,2014.381,2041.627,2041.254,11011268700,96117707808.0,7.035,0.003458
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-27,2041.254,2045.096,2036.391,2068.314,2047.354,13216385200,1.12875752328e+11,6.1,0.002988
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-02-28,2047.354,2040.624,2020.935,2058.489,2056.302,11163790700,95684072094.0,8.948,0.004371
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-03,2056.302,2052.075,2047.067,2078.333,2075.235,12746089100,1.04980599523e+11,18.933,0.009207
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-04,2075.235,2068.107,2050.125,2074.025,2071.473,11592579200,1.0111631134e+11,-3.762,-0.001813
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-05,2071.473,2073.295,2050.175,2074.815,2053.084,10773308200,91623332621.0,-18.389,-0.008877
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-06,2053.084,2050.032,2030.946,2065.79,2059.578,10929013300,92561446561.0,6.494,0.003163
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-07,2059.578,2058.375,2050.47,2079.49,2057.908,10370954000,89332133920.0,-1.67,-0.000811
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-10,2057.908,2042.352,1995.549,2042.634,1999.065,11569666600,95032992605.0,-58.843,-0.028594
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-11,1999.065,1994.415,1985.599,2008.071,2001.157,9270526500,76870326506.0,2.092,0.001046
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-12,2001.157,1996.239,1974.382,2011.06,1997.692,10136171900,79293072715.0,-3.465,-0.001731
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-13,1997.692,2000.695,1996.529,2029.12,2019.111,10097811600,77979057254.0,21.419,0.010722
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-14,2019.111,2008.825,1990.98,2017.913,2004.339,8777511100,69925888157.0,-14.772,-0.007316
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-17,2004.339,2009.882,1999.249,2024.372,2023.673,8625037400,72017781997.0,19.334,0.009646
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-18,2023.673,2026.224,2020.41,2034.917,2025.196,9677719300,83580456683.0,1.523,0.000753
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-19,2025.196,2019.98,2002.441,2022.181,2021.734,9518079700,79473241174.0,-3.462,-0.001709
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-20,2021.734,2017.22,1993.002,2030.847,1993.479,11033304800,88630977588.0,-28.255,-0.013976
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-21,1993.479,1987.679,1986.071,2052.472,2047.619,14447765600,1.09438064673e+11,54.14,0.027159
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-24,2047.619,2050.827,2043.33,2074.056,2066.279,14770008500,1.10244496617e+11,18.66,0.009113
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-25,2066.279,2063.323,2057.491,2079.551,2067.311,13182223200,1.00173660038e+11,1.032,0.000499
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-26,2067.311,2070.574,2057.648,2074.572,2063.67,10261111600,80463446277.0,-3.641,-0.001761
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-27,2063.67,2060.812,2042.713,2073.982,2046.588,11914937400,94996460806.0,-17.082,-0.008277
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-28,2046.588,2046.851,2035.243,2060.134,2041.712,12168196500,94221958284.0,-4.876,-0.002383
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-03-31,2041.712,2043.045,2024.185,2048.134,2033.306,9435653600,71573688750.0,-8.406,-0.004117
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-01,2033.306,2031.005,2028.096,2050.681,2047.46,8328657600,64512636953.0,14.154,0.006961
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-02,2047.46,2049.423,2046.742,2060.778,2058.988,10265852500,77940636053.0,11.528,0.00563
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-03,2058.988,2063.497,2037.447,2066.007,2043.702,10861842100,79480900734.0,-15.286,-0.007424
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-04,2043.702,2037.552,2035.221,2060.104,2058.831,8318905600,66368648237.0,15.129,0.007403
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-08,2058.831,2054.53,2052.9,2102.452,2098.284,13337098300,1.07966361324e+11,39.453,0.019163
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-09,2098.284,2100.651,2095.64,2108.75,2105.237,10534047100,87366776078.0,6.953,0.003314
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-10,2105.237,2105.876,2098.079,2146.67,2134.3,15678960900,1.29842345861e+11,29.063,0.013805
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-11,2134.3,2130.368,2120.179,2138.651,2130.542,13176835900,1.1163680984e+11,-3.758,-0.001761
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-14,2130.542,2127.409,2116.61,2134.434,2131.539,10207785300,86591714588.0,0.997,0.000468
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-15,2131.539,2125.902,2098.15,2125.902,2101.601,10753115100,91135360828.0,-29.938,-0.014045
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-16,2101.601,2097.213,2092.157,2112.05,2105.122,8936165700,75099477740.0,3.521,0.001675
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-17,2105.122,2108.947,2095.714,2110.716,2098.885,8989632500,74257033528.0,-6.237,-0.002963
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-18,2098.885,2091.48,2081.185,2099.637,2097.748,8815569500,72555982418.0,-1.137,-0.000542
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-21,2097.748,2085.98,2065.234,2103.078,2065.826,9637836900,81654552342.0,-31.922,-0.015217
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-22,2065.826,2062.787,2047.332,2073.663,2072.831,9871988200,82468105678.0,7.005,0.003391
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-23,2072.831,2068.084,2059.109,2076.349,2067.382,7853152100,66156169573.0,-5.449,-0.002629
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-24,2067.382,2064.156,2056.193,2075.757,2057.033,7818595500,64407532370.0,-10.349,-0.005006
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-25,2057.033,2060.538,2035.566,2065.643,2036.519,9304233300,74155877478.0,-20.514,-0.009973
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-28,2036.519,2033.337,2000.137,2035.99,2003.487,8979526200,68541492566.0,-33.032,-0.01622
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-29,2003.487,2001.896,1997.64,2021.68,2020.341,7622127500,56776480980.0,16.854,0.008412
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-04-30,2020.341,2020.438,2016.577,2029.538,2026.358,7452857800,57677357948.0,6.017,0.002978
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-05,2026.358,2022.178,2007.351,2028.957,2027.353,7993339500,60093487736.0,0.995,0.000491
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-06,2027.353,2024.256,2021.485,2038.705,2028.038,7460941100,57548110850.0,0.685,0.000338
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-07,2028.038,2023.152,2008.451,2024.631,2010.083,7436019200,57558051925.0,-17.955,-0.008853
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-08,2010.083,2006.853,2005.685,2036.941,2015.274,7786539300,59529365546.0,5.191,0.002582
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-09,2015.274,2016.501,2001.3,2020.454,2011.135,7622424400,57505383717.0,-4.139,-0.002054
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-12,2011.135,2022.932,2016.638,2055.506,2052.871,11574207700,88097002894.0,41.736,0.020752
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-13,2052.871,2055.079,2043.547,2061.06,2050.728,9722338800,73741718051.0,-2.143,-0.001044
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-14,2050.728,2049.27,2042.744,2056.574,2047.91,7201112500,56455292293.0,-2.818,-0.001374
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-15,2047.91,2044.377,2022.861,2047.316,2024.974,7584515400,59773445331.0,-22.936,-0.0112
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-16,2024.974,2023.596,2012.694,2027.756,2026.504,6635366000,51625885302.0,1.53,0.000756
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-19,2026.504,2023.014,1996.015,2023.267,2005.183,6532943800,52975245931.0,-21.321,-0.010521
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-20,2005.183,2011.846,2002.759,2018.156,2008.119,6134538200,49549015106.0,2.936,0.001464
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-21,2008.119,2001.306,1991.055,2025.194,2024.951,6181154700,48415094175.0,16.832,0.008382
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-22,2024.951,2023.148,2018.877,2041.96,2021.285,7472847400,59501663401.0,-3.666,-0.00181
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-23,2021.285,2020.115,2017.739,2034.569,2034.569,6348806500,51464939986.0,13.284,0.006572
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-26,2034.569,2042.028,2035.094,2045.381,2041.476,7028122000,59840433362.0,6.907,0.003395
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-27,2041.476,2039.791,2032.839,2044.148,2034.565,6757788900,55920518535.0,-6.911,-0.003385
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-28,2034.565,2034.561,2029.336,2052.656,2050.228,8133864200,68602224952.0,15.663,0.007698
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-29,2050.228,2051.84,2039.238,2057.077,2040.595,8124292100,69472513686.0,-9.633,-0.004699
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-05-30,2040.595,2040.394,2031.373,2046.96,2039.212,7514889800,62353642382.0,-1.383,-0.000678
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-03,2039.212,2039.196,2037.3,2049.576,2038.305,7158412400,59296437014.0,-0.907,-0.000445
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-04,2038.305,2037.989,2012.913,2038.481,2024.834,7241277100,57467546430.0,-13.471,-0.006609
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-05,2024.834,2019.442,2016.175,2041.701,2040.878,6794953600,56376142155.0,16.044,0.007924
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-06,2040.878,2040.864,2022.158,2041.573,2029.956,6602174400,55124242502.0,-10.922,-0.005352
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-09,2029.956,2024.942,2023.198,2045.255,2030.502,6478831700,55139842258.0,0.546,0.000269
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-10,2030.502,2033.207,2026.389,2052.765,2052.532,7962371700,65406104835.0,22.03,0.01085
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-11,2052.532,2049.128,2045.407,2056.631,2054.948,7444435400,63177390287.0,2.416,0.001177
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-12,2054.948,2051.582,2045.962,2057.105,2051.713,8171118600,69306421819.0,-3.235,-0.001574
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-13,2051.713,2049.206,2048.618,2073.596,2070.715,9717480600,82546974059.0,19.002,0.009262
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-16,2070.715,2070.699,2069.441,2087.322,2085.983,9593977000,79953076117.0,15.268,0.007373
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-17,2085.983,2080.482,2064.666,2080.482,2066.698,8780048100,70923265343.0,-19.285,-0.009245
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-18,2066.698,2064.383,2051.746,2066.913,2055.519,8724535000,70472931939.0,-11.179,-0.005409
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-19,2055.519,2054.62,2017.653,2059.255,2023.735,9291427400,74628946056.0,-31.784,-0.015463
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-20,2023.735,2013.414,2010.53,2027.148,2026.674,6716724600,53224269342.0,2.939,0.001452
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-23,2026.674,2026.226,2022.917,2033.32,2024.365,7048516200,57772730103.0,-2.309,-0.001139
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-24,2024.365,2023.699,2021.75,2034.707,2033.931,7121463400,61684910986.0,9.566,0.004725
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-25,2033.931,2030.433,2018.36,2030.616,2025.502,6753961000,55989137975.0,-8.429,-0.004144
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-26,2025.502,2025.662,2025.314,2040.754,2038.677,8095577800,66534274736.0,13.175,0.006505
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-27,2038.677,2031.907,2025.073,2043.982,2036.51,9759201700,76710586646.0,-2.167,-0.001063
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-06-30,2036.51,2038.613,2038.527,2052.342,2048.327,9666659800,80011169570.0,11.817,0.005803
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-01,2048.327,2051.225,2041.937,2052.635,2050.381,9845740900,83499762384.0,2.054,0.001003
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-02,2050.381,2049.485,2044.035,2060.595,2059.418,10955391100,89304983545.0,9.037,0.004407
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-03,2059.418,2051.632,2048.081,2066.641,2063.229,12292658200,96182469062.0,3.811,0.001851
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-04,2063.229,2062.358,2054.217,2065.078,2059.375,10500879200,83596436667.0,-3.854,-0.001868
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-07,2059.375,2058.128,2050.887,2064.043,2059.927,9716875400,81471314663.0,0.552,0.000268
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-08,2059.927,2058.134,2047.204,2064.433,2064.021,9505339300,81584449261.0,4.094,0.001987
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-09,2064.021,2061.635,2037.601,2062.474,2038.612,11330584100,97183492310.0,-25.409,-0.01231
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-10,2038.612,2036.54,2034.956,2045.527,2038.342,9794381900,84748630822.0,-0.27,-0.000132
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-11,2038.342,2033.869,2033.004,2051.737,2046.961,10508808300,86253717656.0,8.619,0.004228
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-14,2046.961,2047.744,2044.901,2067.342,2066.646,11511974000,96357013657.0,19.685,0.009617
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-15,2066.646,2065.9,2059.679,2070.358,2070.357,12448876800,1.0289391447e+11,3.711,0.001796
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-16,2070.357,2068.343,2061.572,2075.493,2067.276,13712802000,1.02029806233e+11,-3.081,-0.001488
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-17,2067.276,2062.888,2046.189,2062.888,2055.591,10449181200,79106281032.0,-11.685,-0.005652
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-18,2055.591,2047.498,2045.996,2067.233,2059.067,10664109400,82510264416.0,3.476,0.001691
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-21,2059.067,2057.767,2049.175,2061.823,2054.479,9385787000,75706180211.0,-4.588,-0.002228
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-22,2054.479,2050.5,2049.815,2078.085,2075.481,12319186800,98702436643.0,21.002,0.010223
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-23,2075.481,2074.195,2072.229,2088.192,2078.489,13729221100,1.06702129235e+11,3.008,0.001449
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-24,2078.489,2079.632,2079.632,2107.946,2105.062,16567699600,1.28677982604e+11,26.573,0.012785
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-25,2105.062,2108.714,2106.714,2127.217,2126.614,14249582600,1.11411572985e+11,21.552,0.010238
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-28,2126.614,2135.249,2135.249,2181.496,2177.948,23618575200,1.80414429611e+11,51.334,0.024139
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-29,2177.948,2179.826,2172.102,2193.523,2183.192,20026425700,1.59282497674e+11,5.244,0.002408
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-30,2183.192,2178.179,2177.244,2194.572,2181.243,18492218700,1.49566550479e+11,-1.949,-0.000893
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-07-31,2181.243,2179.543,2173.9,2202.126,2201.562,16469165400,1.32438451526e+11,20.319,0.009315
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-01,2201.562,2194.17,2184.641,2218.789,2185.303,19147504200,1.51884026694e+11,-16.259,-0.007385
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-04,2185.303,2190.036,2186.917,2224.068,2223.331,17409740300,1.40088823113e+11,38.028,0.017402
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-05,2223.331,2224.632,2206.85,2226.838,2219.945,17538698700,1.41474534802e+11,-3.386,-0.001523
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-06,2219.945,2212.003,2192.993,2223.893,2217.465,17771170700,1.40362855726e+11,-2.48,-0.001117
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-07,2217.465,2216.659,2185.763,2220.568,2187.669,17523327400,1.37306468554e+11,-29.796,-0.013437
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-08,2187.669,2188.709,2180.597,2199.578,2194.425,13518144300,1.0972899206e+11,6.756,0.003088
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-11,2194.425,2199.433,2198.314,2225.961,2224.654,15058342100,1.26096838922e+11,30.229,0.013775
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-12,2224.654,2222.696,2210.0,2222.979,2221.595,15479904600,1.32393972973e+11,-3.059,-0.001375
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-13,2221.595,2223.051,2202.443,2230.991,2222.877,17806280600,1.46490786502e+11,1.282,0.000577
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-14,2222.877,2221.541,2204.384,2230.894,2206.466,17014912300,1.41706657539e+11,-16.411,-0.007383
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-15,2206.466,2207.226,2203.242,2230.872,2226.734,14997869100,1.29406906433e+11,20.268,0.009186
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-18,2226.734,2229.804,2228.134,2242.035,2239.466,16392862600,1.41492842935e+11,12.732,0.005718
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-19,2239.466,2242.34,2227.925,2246.016,2245.33,17774459200,1.55445477469e+11,5.864,0.002618
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-20,2245.33,2241.664,2233.892,2248.939,2240.211,16765838300,1.39628054173e+11,-5.119,-0.00228
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-21,2240.211,2239.568,2211.63,2240.077,2230.458,16573349800,1.40879627721e+11,-9.753,-0.004354
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-22,2230.458,2228.974,2225.267,2243.303,2240.812,16011167200,1.40353020934e+11,10.354,0.004642
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-25,2240.812,2241.1,2222.009,2241.553,2229.274,16211957800,1.3445023451e+11,-11.538,-0.005149
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-26,2229.274,2225.291,2200.618,2232.785,2207.106,16350742400,1.34123068194e+11,-22.168,-0.009944
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-27,2207.106,2207.03,2204.048,2216.67,2209.465,12088588500,1.04090409512e+11,2.359,0.001069
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-28,2209.465,2210.484,2194.861,2219.473,2195.818,12422901400,1.09266624772e+11,-13.647,-0.006177
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-08-29,2195.818,2198.946,2193.263,2218.696,2217.2,10520249600,93043872850.0,21.382,0.009738
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-01,2217.2,2220.129,2217.685,2236.286,2235.511,12916658300,1.17215899895e+11,18.311,0.008259
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-02,2235.511,2239.684,2234.378,2267.509,2266.046,19212486900,1.70931776839e+11,30.535,0.013659
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-03,2266.046,2268.395,2268.1,2290.547,2288.627,21247899800,1.87558381475e+11,22.581,0.009965
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-04,2288.627,2290.029,2283.277,2307.701,2306.862,19948997800,1.79385894224e+11,18.235,0.007968
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-05,2306.862,2311.305,2307.447,2327.557,2326.432,21318191700,1.85839820854e+11,19.57,0.008483
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-09,2326.432,2328.426,2315.894,2331.917,2326.527,19699031800,1.72908499146e+11,0.095,4.1e-05
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-10,2326.527,2318.496,2306.421,2321.908,2318.305,18982899100,1.63454522872e+11,-8.222,-0.003534
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-11,2318.305,2315.732,2304.602,2343.595,2311.679,22222179800,1.97232656997e+11,-6.626,-0.002858
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-12,2311.679,2308.346,2302.775,2331.95,2331.95,19347154000,1.62102898337e+11,20.271,0.008769
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-15,2331.95,2330.187,2321.593,2340.449,2339.14,21511241400,1.85393630086e+11,7.19,0.003083
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-16,2339.14,2341.027,2293.869,2347.935,2296.555,30269411100,2.37659243986e+11,-42.585,-0.018205
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-17,2296.555,2298.982,2282.795,2309.048,2307.893,21084245300,1.59121789572e+11,11.338,0.004937
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-18,2307.893,2303.85,2297.931,2319.875,2315.928,18908904500,1.44518521039e+11,8.035,0.003482
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-19,2315.928,2312.984,2305.517,2331.561,2329.451,17464848700,1.44345453358e+11,13.523,0.005839
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-22,2329.451,2323.554,2284.378,2323.554,2289.866,17584235400,1.47841746377e+11,-39.585,-0.016993
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-23,2289.866,2289.091,2289.024,2311.525,2309.718,15685516900,1.35396857174e+11,19.852,0.00867
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-24,2309.718,2302.231,2297.876,2345.747,2343.575,22252572500,1.85690667976e+11,33.857,0.014658
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-25,2343.575,2352.865,2336.805,2365.154,2345.103,22568832300,1.89260377942e+11,1.528,0.000652
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-26,2345.103,2339.29,2329.96,2350.11,2347.72,17474828500,1.48220808326e+11,2.617,0.001116
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-29,2347.72,2353.71,2346.58,2363.06,2357.71,20011102100,1.71130878152e+11,9.99,0.004255
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-09-30,2357.71,2361.32,2354.27,2365.49,2363.87,19391869000,1.66933430197e+11,6.16,0.002613
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-10-08,2363.87,2368.58,2354.29,2382.79,2382.79,20439732600,1.80337576241e+11,18.92,0.008004
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-10-09,2382.79,2383.86,2367.11,2391.35,2389.37,23592001000,2.00271758742e+11,6.58,0.002761
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-10-10,2389.37,2380.76,2365.08,2386.28,2374.54,22467112600,1.92248234095e+11,-14.83,-0.006207
000001.ZICN,000001,上海证券交易所,上证综指,XSHG,2014-10-13,2374.54,2366.43,2341.12,2366.86,2366.01,20089931400,1.75425070607e+11,-8.53,-0.003592
