ticker,20080530Value,20080530PB,20090601Value,20090601PB,20100601Value,20100601PB,20110601Value,20110601PB,20120601Value,20120601PB,20130531Value,20130531PB,20140530Value,20140530PB,20150601Value,20150601PB
000402,24836941719.6,1.7492,25730178384.8,1.7484,20023388579.1,1.2831,21310641855.4,1.2121,21310641855.4,1.1225,18192749652.1,0.8992,19010061200.5,0.8431,39633210474.0,1.5842
000417,3756598547.02,4.5225,3767669073.19,4.0956,7027939020.0,6.4521,8644604856.0,5.7869,7138540044.0,2.9003,5209626456.0,1.8518,4359552678.0,1.3743,11191338270.0,3.3282
000422,12246896414.2,6.297,6497689062.96,3.2162,8987204321.64,3.8384,9898399449.0,3.4777,12552176633.8,2.308,8359139088.72,1.3358,4543205562.72,0.7363,9050496336.0,1.4746
000425,8988494853.8,7.7197,15916558504.0,12.7648,28209300050.5,5.7794,45504444877.2,3.5601,31498317011.6,1.9832,21638333035.5,1.185,14088638191.8,0.7134,36578538308.0,1.7582
000426,4073238742.6,3.094,2847460354.64,2.4302,4248349940.88,3.6599,5679693648.56,5.1105,6298414717.42,3.9754,4786715558.17,2.8137,5145661831.36,1.8108,10273414845.0,3.7168
000488,26926138949.0,2.9221,15300380882.2,1.2473,14578664802.9,1.1019,15135417206.9,1.0991,9753477300.93,0.7201,8536870195.74,0.6172,8268451344.09,0.5878,21823288858.0,1.5582
000501,6218867713.4,5.7292,5265240364.2,3.8987,7451481787.1,4.9214,9759462871.6,5.297,6868145908.6,3.1637,6015968277.4,2.3214,6036258221.0,1.9398,13278542560.0,3.4775
000510,3338318751.92,2.763,3058094915.08,2.8959,4708978823.42,4.1983,4501856857.06,3.9662,3673368991.62,3.7656,4185082084.98,4.1825,4038878344.02,4.7515,3533256760.0,5.1614
000511,6455510941.49,4.7052,4931132686.97,3.5032,4515393163.01,2.9621,3914880517.29,2.5215,3949525477.62,2.4956,5312227250.6,3.2674,6894347105.67,4.0695,17634286167.0,12.6532
000525,3477764029.22,5.5196,5327340386.42,8.5688,4559485959.34,7.4721,3923343788.0,6.657,6705803343.78,2.3787,8826095172.6,2.855,6766672965.66,1.9224,12417404112.0,3.2005
000528,12803562450.9,5.2003,9046774550.5,3.2433,12151517014.6,2.7066,23551317906.5,2.6096,15595856005.0,1.6442,9407024256.96,1.0042,6852724608.24,0.7231,17036166908.0,1.8634
000538,13335608851.9,9.0739,18312613522.0,5.6319,36315477384.0,9.6881,40357710424.3,8.6995,36240710203.8,6.1994,62483983110.0,8.4485,59911725776.5,6.2841,81239590597.0,6.9161
000541,7767932225.79,2.7992,7639786956.72,2.8917,13357395119.2,4.9697,13474822768.6,4.7583,9726923625.3,3.4163,7290299900.25,2.4134,9032143366.35,3.0528,20549837700.0,6.573
000543,6462353701.76,1.6748,6091309470.08,1.6361,5581123651.52,1.3558,6539654583.36,1.6875,4328849369.6,1.154,7435409181.3,1.2848,6835099941.45,1.0062,21253053338.0,2.2604
000563,5300928654.54,10.8963,4007057630.68,7.7116,3508863524.54,5.8157,3938959155.74,5.0851,8601001696.62,9.7209,12765575483.8,3.8176,8369058069.06,2.3186,19519705118.0,4.7822
000568,52270037955.2,16.2475,31328561025.7,7.8137,39373322802.2,7.9589,63995591948.4,9.9324,56396986804.2,6.6504,36998183875.0,3.4099,22183634170.3,2.0056,36921305692.0,3.5998
000572,6724246283.36,2.7615,6086754060.42,2.3489,5427878620.89,1.8626,8617894872.24,1.3733,5756227491.0,0.8826,7367971188.48,1.0973,5854905676.56,0.8305,14818173964.0,2.0186
000581,6830002979.8,2.8106,6869712299.45,2.7763,8060991888.95,2.708,19434875588.7,4.4201,22594051313.9,2.7444,28572429130.0,3.1981,25300984601.6,2.5285,36717033990.0,3.2222
000616,4370160746.16,1.8983,5227940231.46,2.0621,4330432010.36,1.4954,4827041185.05,1.4356,4910471526.52,1.3312,4562447815.75,1.146,4605354848.5,1.0818,19694327688.0,4.6597
000625,16552112030.4,2.1111,20702782661.8,2.7149,22884470931.6,2.3898,24279845678.5,1.6408,24666667511.3,1.7112,48400757801.0,3.015,54229365436.0,2.6169,1.04541908604e+11,3.7193
000630,19247164560.8,3.6115,27052168078.1,4.7459,20891004439.3,3.457,32853330998.8,3.6302,31175835084.5,3.035,21636854080.5,1.9644,13377319112.9,1.1907,32372339517.4,2.1814
000651,34140287700.0,5.6362,38623861800.0,4.8909,38980794375.0,3.676,60950933662.5,4.2776,67917601612.6,3.0839,80640872419.6,2.8746,93123513991.4,2.5339,1.95661650775e+11,4.1689
000652,14195020456.2,7.0619,11435697353.0,5.6475,11775079339.0,5.3429,11332407183.4,4.7663,6389234779.16,2.9633,6536792164.36,3.2676,5636692114.64,2.6547,18002001580.0,7.548
000680,11956841347.5,4.5218,8555784253.1,2.8733,8335626539.4,2.4171,14856849852.1,3.4457,8123060471.0,1.8595,4873836282.6,1.1533,3548652567.46,0.8292,12680849272.0,3.168
000709,37212594129.2,3.1366,26651682347.8,2.2421,27782193167.5,0.9565,30739210958.2,1.031,32174380322.0,0.7465,24316611981.1,0.5707,19219680212.1,0.4495,56384807418.0,1.3048
000726,7620680496.0,3.1815,8396658912.0,2.3111,8257377840.0,2.0298,11122588464.0,2.4118,8273429360.0,1.5859,9302010056.0,1.7026,8516182419.36,1.3722,16200106575.0,2.403
000729,20442960172.5,3.7006,16580657393.1,2.3866,25367195544.5,3.4345,22813534382.6,2.7775,20647276686.0,2.1978,17293318805.8,1.7671,19182869231.6,1.6269,33294627420.0,2.707
000758,12992496000.0,7.6896,8694576000.0,5.0468,9263760000.0,5.1002,24628824000.0,12.0893,18162080640.0,7.4909,14317381142.5,3.3321,9315159945.52,2.1783,24203660536.0,5.2417
000762,4207201075.0,7.3065,6528605600.0,11.037,8381318000.0,13.9249,9954221271.45,14.1636,7615598032.0,4.1199,6416141341.96,3.7527,5016775203.58,2.9277,10614240270.0,6.6253
000768,25023946244.0,2.9121,27253802840.0,3.0987,27179474286.8,2.9778,25172603350.4,2.7135,20787218711.6,2.2075,30970248720.0,2.7087,24415277482.8,2.1323,1.17007563105e+11,9.9702
000777,3449040000.0,6.3556,3659040000.0,6.5095,4286016000.0,7.1951,5529733733.04,6.0247,5176137508.2,5.4374,3919379841.6,3.9597,3955591503.18,3.8004,19653986176.0,17.9919
000778,9466603763.76,1.905,9795468410.64,1.8955,13609788175.4,1.4061,19494583907.6,1.7995,15258297729.0,1.2687,11482060728.3,0.9338,13334504941.3,0.8259,29255758422.0,1.7641
000786,6740758000.0,3.704,6136850500.0,3.1234,7039836000.0,3.107,7983082000.0,3.0434,8299414500.0,2.7099,11865344500.0,3.2995,8310917500.0,1.915,26575784021.6,3.6461
000792,68150764500.0,25.7148,38500308000.0,10.7563,33396100500.0,10.1243,87048568680.2,7.2684,50450951919.2,3.5531,37329250994.4,2.3051,25130045407.4,1.5064,51802884644.0,2.9256
000800,23907975000.0,3.9227,25144875000.0,3.6876,26625900000.0,3.1963,22052625000.0,2.4423,19302150000.0,2.3105,23956800000.0,3.0082,16323825000.0,1.8391,38669400000.0,4.3529
000816,3981840000.0,3.0783,6336540000.0,5.0664,4086180000.0,3.1743,8122472752.28,3.9599,6717916472.06,3.2006,5291584125.48,3.1759,6029914101.5,3.5087,20799656378.0,6.2546
000823,3171139200.0,2.26,3149117400.0,2.1113,5835777000.0,3.7106,5664006960.0,3.3219,6135273480.0,3.319,4624578000.0,2.4172,6126782060.0,2.2403,9864065420.0,3.4604
000826,3373954870.0,7.5884,5113215451.8,5.3046,8775550852.2,7.8648,9494790535.8,7.1188,11063209619.6,6.5576,24757453508.4,6.2957,18466767833.7,4.0482,42644819130.0,7.9297
000830,8275705624.48,3.6029,5210241973.44,2.2222,5231166640.0,2.1708,9902458859.28,2.0724,7763762123.4,1.4937,7309655282.22,1.3417,5141661330.78,0.9013,13872230829.0,2.2812
000839,24304799657.2,4.909,23867999663.4,4.5775,20320379811.4,3.4986,16698460261.6,2.8409,11383175727.7,1.9448,9987717546.17,1.7031,10081793378.6,1.7215,37316748280.0,5.5603
000858,85788847872.0,8.0989,64493474572.8,5.102,94899168000.0,5.9959,1.28607352474e+11,6.3604,1.26102014438e+11,4.8251,90154209600.0,2.5919,63696321561.6,1.6454,1.07122180274e+11,2.5731
000860,7551658800.0,3.4421,5087064000.0,2.1839,7148202000.0,2.8188,8402426400.0,3.0534,7573585800.0,2.579,6196570200.0,2.0731,6490392000.0,2.0293,15109223200.0,2.8663
000878,28778173520.0,4.2405,28928976176.0,8.7424,26578968120.0,6.5123,26604101896.0,5.8496,27860564396.0,3.8624,17662493036.0,2.5965,10778794868.0,1.9692,33157895908.0,6.2154
000897,12113369032.7,5.5421,9250797178.48,4.1788,7407106831.72,3.5235,7342415942.36,3.4112,5078234814.76,2.9892,4285771420.1,2.4012,7924633946.6,5.8678,13617431924.0,9.767
000900,9033124317.0,2.7677,7065236430.0,1.9908,7184986200.0,1.844,7180994541.0,1.5805,6123204906.0,1.1546,5448614535.0,0.9447,4950455491.8,0.8028,11221810195.0,1.7039
000919,4037040000.0,2.2857,4077360000.0,2.3234,5841360000.0,3.1148,4440240000.0,2.2306,4742640000.0,2.2766,4006800000.0,1.8607,6395760000.0,2.8515,13461840000.0,5.6611
000926,4406659983.5,2.0389,5754657624.0,1.5732,6162623362.0,1.5658,7372880977.5,1.4141,7323016082.0,1.2729,5983787460.0,1.008,4637435281.5,0.6828,12188404316.0,1.7218
000927,10033644585.8,2.9539,10735521154.6,3.2794,11804287748.0,3.224,12362598655.0,3.3809,12330695174.6,3.3134,8597987967.8,2.3794,5630964290.6,1.8932,15712464885.0,12.4668
000933,22200000000.0,10.089,13385000000.0,4.5245,20580000000.0,5.192,25200000000.0,5.3449,18732000000.0,3.3156,12258225000.0,1.647,6974835000.0,0.9358,16287285857.0,2.3951
000937,39240036143.4,9.9888,28531761219.9,4.8661,31628691489.7,3.0396,55046644055.2,4.3074,46188297553.9,3.0241,27546450869.6,1.7569,13553501435.4,0.871,29110990230.0,1.5732
000960,19903057485.9,7.8487,14921054061.3,6.3945,14583896619.8,3.6769,24039272569.0,4.9836,20487360836.6,3.8823,19777966317.4,4.0131,14321181664.0,2.0051,30092901256.0,4.4502
000962,4925448000.0,4.0237,3831300000.0,3.0686,6037416000.0,5.0239,8136612000.0,6.2344,7225247035.16,3.0299,6339173420.72,2.5757,4099743589.2,1.7016,7970253408.0,3.9373
000969,9813704243.2,5.2445,12359795676.8,6.2264,15534386632.5,6.7602,17353937084.4,5.6107,13744345823.6,4.115,9050733690.52,2.712,7558096008.48,2.3024,15547589326.0,4.9847
000970,4751136000.0,4.1205,4116636000.0,3.4179,7497252000.0,5.907,10446408000.0,7.1472,23104188000.0,9.5906,17511888000.0,5.128,12856964000.0,3.5819,26544784000.0,7.0369
000973,3160783103.4,2.3582,4477776063.15,4.0312,7963213245.0,6.821,7822325626.05,5.6496,4918815565.95,2.6761,4052050429.77,2.0722,4537214671.99,2.2156,12334644525.0,6.1768
000975,4858820436.6,5.1541,3625427556.54,4.032,3407403562.59,3.6724,5712228641.49,6.2634,5824355266.95,6.1937,11745864597.6,3.3853,8315464216.06,2.3451,28072835028.0,7.3724
000983,61654440000.0,9.6696,67120560000.0,6.5634,71023200000.0,6.3388,73864128000.0,5.2492,56280432000.0,3.6724,33087600000.0,2.0694,16638336000.0,1.0166,31165368000.0,1.934
000988,3617900000.0,3.6402,3279133000.0,3.3368,7027158747.84,4.5149,8242828846.0,4.9379,7200222386.56,2.729,6603174243.12,2.5143,7583402538.32,2.8328,21155108084.0,7.4231
000997,4492332000.0,5.4843,3207516000.0,4.0942,5835960000.0,6.6756,7546843990.14,5.6968,5602727992.68,4.0344,7710129323.26,5.2106,8526555988.86,5.0698,31662486126.1,16.553
000998,5184900000.0,5.3413,4485600000.0,4.7264,5621616000.0,5.9129,7589736000.0,7.2405,6930000000.0,5.9941,8681904000.0,6.5693,13033968500.0,7.5938,30679880000.0,14.8852
001696,5627350982.4,4.6124,5585769571.2,3.7222,11221390636.5,6.3504,7300540768.95,3.4975,8364795587.4,2.8917,6110453514.2,2.0533,5816736753.6,1.9115,30457718200.0,8.9907
002001,18929600400.0,17.4672,8934607200.0,4.5523,14712505600.0,3.5596,19847363640.0,3.8714,15919995780.0,2.6994,13052509080.0,2.0911,13916384820.0,2.0542,27669431790.0,3.8991
002008,7893480672.0,7.8297,6154977296.0,3.2243,7589281960.0,3.7397,12602385640.0,4.8489,7415215860.0,2.488,14057578236.0,4.0568,18439560961.3,5.0031,35860911000.0,8.4732
002022,7573500000.0,15.3576,7158535312.5,10.8658,8417945250.0,10.5094,6562059075.0,6.9252,5311674225.0,5.1682,8289953100.0,7.631,10795645575.0,8.9909,25203027564.0,19.2788
002024,76689445120.0,16.0902,66041456640.0,7.1389,75768974508.8,4.9134,84444277222.6,4.3301,63175793150.0,2.7162,46217850119.0,1.6002,51238319461.0,1.8336,1.43378697002e+11,4.867
002041,4035680000.0,5.7349,3722400000.0,5.2213,10032000000.0,11.5534,7360320000.0,7.3176,7451840000.0,6.4165,8733120000.0,6.1148,11929280000.0,6.7773,21193920000.0,10.1513
002048,6818549400.0,6.6685,4907775600.0,4.4304,6720609000.0,2.8509,6998507600.0,2.5412,4176659909.4,1.5138,5152058298.0,1.3208,6864110592.5,1.8509,17788384032.0,3.7752
600000,1.59197091869e+11,5.0669,1.49742641534e+11,3.3275,1.62649440689e+11,2.2525,1.97152844027e+11,1.5275,1.63777479024e+11,1.0428,1.95301845715e+11,1.0452,1.78513721442e+11,0.8238,3.34456742202e+11,1.1715
600004,15640000000.0,2.7454,10557000000.0,1.77,10430500000.0,1.6426,9292000000.0,1.3836,8142000000.0,1.155,8107500000.0,1.0885,8027000000.0,1.007,21930500000.0,2.4934
600008,22176000000.0,4.6055,14322000000.0,3.0412,13244000000.0,2.6827,13244000000.0,2.5434,11748000000.0,2.1553,18414000000.0,3.2117,13398000000.0,2.195,37166935482.0,4.4962
600009,42161850842.2,3.5496,26958148687.5,2.1877,25243155668.8,1.9296,25821243203.2,1.7863,24838494394.7,1.5792,26283713230.7,1.6215,25686356111.8,1.4716,61258009061.9,3.2089
600010,35264033014.7,2.4171,23766487888.5,1.6691,21519206257.7,1.725,43423831134.8,3.4178,41368265164.0,3.2061,38492462839.9,2.011,29609586799.9,1.5656,2.15226475536e+11,11.355
600015,49476000000.0,3.572,50853483540.0,1.8178,53099221282.2,1.681,83566654467.2,2.2462,67195809862.6,1.0137,73223568545.4,0.9403,73552355384.3,0.82,1.406933673e+11,1.3355
600016,1.35713844341e+11,2.7858,1.31008093843e+11,2.307,1.43369067029e+11,1.5469,1.59754103262e+11,1.4473,1.79837810339e+11,1.295,2.96704021474e+11,1.6675,2.11328802271e+11,1.0013,3.559990304e+11,1.4011
600019,2.1644832e+11,2.3383,1.103256e+11,1.1952,1.0980024e+11,1.1088,1.11026384878e+11,1.0287,84758312745.9,0.7866,78899562386.0,0.7099,64898596200.6,0.5796,1.45094430804e+11,1.248
600028,1.17308399967e+12,3.7297,9.0950858511e+11,2.663,7.37838511357e+11,1.8783,6.95354272747e+11,1.5603,5.8169556841e+11,1.1893,6.04346022997e+11,1.1,5.95656854007e+11,1.0178,9.08034072e+11,1.3522
600029,46716221040.0,3.6044,34446651750.0,4.7473,52023185500.0,4.4174,75595265900.0,2.6762,47811551290.0,1.4755,34165133160.0,1.0417,22973106780.0,0.679,1.0151364278e+11,2.7104
600030,2.27027210624e+11,4.3507,1.74580211908e+11,3.0598,1.29227813524e+11,2.0418,1.26708235836e+11,1.7591,1.52914688592e+11,1.7479,1.43109640116e+11,1.6388,1.24711403088e+11,1.4124,3.58159692084e+11,3.4441
600031,37725760000.0,7.5283,39015360000.0,6.4335,42380112346.4,4.5877,1.27878011347e+11,9.1395,1.13298095564e+11,5.0429,70376497301.9,2.8553,39681986032.8,1.6059,1.0335595928e+11,4.4242
600036,4.36214643069e+11,5.8347,2.61788035987e+11,3.1859,2.8330087466e+11,2.3965,2.97757202613e+11,2.0855,2.51799025688e+11,1.4205,2.93010348658e+11,1.3667,2.5598143285e+11,0.9035,4.74889692648e+11,1.4333
600037,18563711912.2,4.608,12607691077.2,2.9036,16276539784.3,3.5943,11377672435.5,2.1616,8726806715.28,1.6308,8090607382.2,1.4581,10805150674.1,1.8501,46009701760.0,7.1594
600048,42425537117.8,3.5018,72049842809.2,5.1153,49050833249.6,1.94,55438423101.9,1.8833,81313652768.5,2.2717,89010790055.8,2.0582,53749097766.7,1.0218,1.3578225776e+11,2.1643
600050,2.06454848887e+11,3.7096,1.36506080784e+11,1.9365,1.06830845831e+11,1.5035,1.19336837704e+11,1.6788,87118011183.4,1.2225,79699202445.2,1.093,68253040391.9,0.8991,1.8758987814e+11,2.3935
600056,4109428512.0,3.1159,3327249744.0,2.9034,4645711324.8,3.0918,6654499488.0,4.3747,6797540131.2,3.8513,6371527780.8,3.0236,10352949515.0,2.2991,22923303376.0,4.4177
600058,34837098107.5,4.0289,18629808157.2,2.2466,17782998695.5,2.0596,37259616314.4,4.0709,28620015983.7,3.1036,16378795664.1,1.9574,11898208892.1,1.3855,31385545296.0,3.6731
600059,7084569600.0,5.6391,3938976000.0,3.0695,6596157611.57,3.264,6951677174.85,3.2573,9986290589.99,4.3073,7878567464.83,3.1798,5078850904.0,1.9885,11521469850.0,3.061
600066,8666595022.41,4.3482,6379071441.21,3.469,7658005079.79,3.3792,11635176760.7,4.4548,15716501564.7,2.7228,22978237102.2,3.0263,19755239959.6,2.1854,52674281801.6,4.7105
600067,5678475880.87,5.4994,7238570803.61,4.8771,5722209737.86,3.1172,6340031868.94,2.6261,6943143948.1,1.9974,10014602542.1,2.351,6286146551.52,1.3167,19040496348.0,3.5237
600068,16121161230.2,3.6741,19168860099.2,3.6952,25039955451.3,2.5682,36374197130.1,3.3906,25946694788.9,2.2201,17541918654.3,1.3579,17682345262.1,0.9827,60921205002.0,2.8672
600073,3168396000.0,3.6214,2598156000.0,3.128,2754972000.0,3.632,3831300000.0,4.9915,4886548108.4,2.6622,6312622352.28,3.302,6631245236.46,3.363,14881765578.0,4.7801
600078,8945001487.32,6.7577,5074957594.32,3.3963,4755739657.8,3.0685,6104935044.0,3.8203,6367325194.21,3.6553,5141565401.36,2.9017,3789916764.92,2.1476,9448289554.0,5.3
600079,2396767825.76,2.5328,3030977493.94,2.974,8191443365.82,4.5572,10662552360.5,5.3128,10574497119.5,3.878,13806552935.3,4.5002,14097200738.5,3.1811,32273401210.9,4.3792
600085,9596224164.78,3.5153,8541550959.2,2.9103,14682092776.8,4.6826,17281015904.0,5.1341,19635150680.6,5.4096,30702709088.1,7.3666,22118835253.0,4.2257,57437176164.0,8.5442
600086,2923937877.6,8.1832,3959645993.28,10.8766,3071896179.84,8.132,6777899369.28,14.8941,5069333260.08,7.9871,7718491433.52,9.1851,6136746726.24,6.5696,14850000000.0,5.6549
600088,4718028900.0,5.7338,3148509000.0,3.7048,5783313900.0,6.1213,4484139660.0,4.4973,4354885080.0,4.2325,4736020380.0,4.4692,4726077720.0,4.2374,15818772060.0,13.7767
600100,19576986876.5,3.673,15944159441.3,2.2502,23916239161.9,3.2322,22043605287.7,2.7414,18346481226.8,2.135,16199764030.2,1.7592,18901787246.8,1.7737,93837039174.0,5.5513
600104,80839698970.6,2.1449,98658498095.4,2.702,1.06386915382e+11,2.3514,1.56566623446e+11,2.2138,1.71006538416e+11,1.5722,1.72329606411e+11,1.3483,1.60973272783e+11,1.1165,2.7508788667e+11,1.6656
600108,9425386236.24,5.7171,6485357502.0,3.7712,8615476456.16,3.3192,11377292497.5,4.2802,10941662980.0,3.8905,14757616617.2,3.3769,11389453457.9,2.6067,24297500448.0,5.1356
600110,9038402249.32,6.9855,7317447098.4,5.5768,7753103533.78,5.8703,7684084807.96,3.746,5153398194.56,2.6211,7074419396.55,3.5773,5832082331.79,2.9259,12802973673.0,7.112
600118,6328056913.32,4.7986,6571308133.6,4.4471,12606758522.4,7.6334,13720778570.8,7.4282,12245759620.6,5.9626,16590437809.4,6.822,20859108341.4,5.1014,90578665060.0,20.7469
600122,5844552000.0,4.7791,5445892000.0,2.4204,6036678000.0,2.4479,7680313488.0,1.8672,5403406392.0,1.0396,4553814192.0,0.8076,5844938752.0,1.0298,20978175720.0,2.4083
600125,6929308405.5,3.1374,7421389727.05,2.943,15616050102.2,5.4684,14360740614.0,4.3345,12350236928.0,3.2557,9478088805.24,2.2649,6423167620.08,1.4484,18930067550.0,3.9766
600132,9239010169.82,9.6987,9756859351.68,8.8546,17403604280.1,14.0537,24730928217.8,16.9767,11383002577.0,7.7956,8808275803.6,5.7737,6998223523.08,4.4834,12984947296.0,9.9977
600138,8178241500.0,4.3769,4647766500.0,2.2945,6267631500.0,2.8655,5673681000.0,2.3749,7036029000.0,2.7062,6504381000.0,2.2251,10288179200.0,3.4414,20137228800.0,4.4912
600143,14799983520.0,5.6594,13364505000.0,4.6094,12163515000.0,3.9868,22804845000.0,6.2392,17765735000.0,2.3231,15358552000.0,1.9075,11673600000.0,1.481,40550400000.0,4.9416
600150,67514511222.2,6.5274,41893449897.7,3.3076,41608550586.4,2.8529,45358620591.5,2.7236,33530661249.8,1.8559,26597669641.4,1.5119,26763043753.2,1.54,84892044160.0,4.8426
600151,7829770240.0,6.3037,9746042880.0,7.8644,6744381440.0,5.1242,10704567481.4,4.0171,6893818056.0,2.7323,9451360021.32,2.5691,8751259279.0,2.2906,19215265063.0,5.2593
600153,14331274036.8,2.905,15465344008.6,3.8221,14495652021.0,2.847,18170536016.9,2.7619,17834873405.8,2.1112,16536977976.0,1.5858,15877122968.0,1.2663,53216713385.0,3.0105
600160,5618112000.0,2.9672,4393152000.0,2.3258,6222796800.0,2.9855,22103178240.0,8.1477,17484773056.0,2.9659,11363685568.0,1.93,9797055294.91,1.3129,21423136280.0,2.9486
600162,6100138874.88,5.4938,6127144699.62,5.6172,4061728754.51,3.0101,3915844356.9,2.8617,4745081985.42,3.4407,6111788447.24,4.223,3785316211.67,2.2615,8837523026.0,4.726
600170,8919295200.0,2.445,9221400360.0,2.4064,7660523700.0,1.8504,14588833798.0,1.8479,18663674400.2,1.7429,18363020413.6,1.5147,16401831326.9,1.2339,84987963589.1,4.4009
600171,4067348739.44,2.2674,4069798948.92,2.349,4784035188.3,2.8584,4905320587.44,2.897,4642535555.97,2.7025,3678990440.58,2.1128,6738077730.0,3.838,19634759292.0,12.2421
600177,32463998513.1,2.7343,26051356831.5,2.4606,23824745136.5,1.6462,22577842587.3,1.5189,21330940038.1,1.6595,16788652180.3,1.1875,14896032239.5,1.017,52481237769.0,2.8248
600183,8507938363.82,4.0554,6957560394.26,3.3369,8737623988.94,3.7334,10191000216.7,3.655,8438498459.7,2.0241,7314314010.6,1.761,7698528948.9,1.9372,18086562593.0,4.3518
600188,1.15238112e+11,5.483,75448256000.0,2.7871,93449600000.0,3.0549,1.63389248e+11,4.1386,1.12090336e+11,2.5045,71169248000.0,1.5699,33445120000.0,0.8264,78300928000.0,2.0704
600196,17861091936.9,4.6066,17823958689.6,4.2646,27931087998.0,4.2342,20853096385.8,2.3352,19710460967.4,1.974,27893756431.8,2.001,45746788893.6,2.9271,81915321376.0,4.68
600197,4321800000.0,4.6105,3638250000.0,4.0085,6826680000.0,6.6339,5596290000.0,5.1378,6809040000.0,5.569,5371380000.0,3.9023,4246830000.0,2.7082,7660170000.0,4.4702
600208,22631237922.3,5.8849,28811089674.2,6.2742,23656972957.7,3.7601,29004182560.3,3.3332,30370399905.0,3.0391,21530470856.1,1.7025,18463630530.7,1.4251,73568713280.0,3.6875
600216,11490031800.0,12.4043,8920189200.0,4.682,13915855200.0,4.1726,13951860000.0,3.4489,10963461600.0,2.3531,11441320000.0,1.7831,8593471440.0,1.3126,14650090200.0,2.2181
600220,13963554752.6,5.2557,12001880394.0,4.3149,10325540487.5,3.6264,9344703308.24,3.2134,6045523705.14,2.1154,4583184637.82,2.9859,5278687364.96,3.2267,16531564581.0,9.7548
600221,25523727751.2,3.2117,18392617093.2,2.9787,22731454831.5,2.3229,30198593351.4,2.4119,20379925021.3,1.4357,30760009019.8,1.2799,20709709043.0,0.8187,68342039898.0,2.2994
600240,3676500000.0,1.934,3760350000.0,1.8729,3476550000.0,1.656,5624400000.0,2.3504,6559650000.0,2.3127,6978842640.0,2.2874,5967622584.0,1.6798,28826892864.0,7.5781
600251,17191980000.0,45.323,8589012000.0,10.5188,6184668000.0,7.5031,10620393000.0,11.9534,7647552000.0,7.2329,6097764000.0,4.8618,5876883000.0,3.9457,12635956328.8,6.5068
600256,14160101355.8,5.7491,14575810761.0,4.9391,38491572417.5,11.4159,45731930212.6,11.338,55403970619.1,7.9236,73556568203.3,8.5112,37437614984.3,3.6638,59002099110.0,5.3605
600261,2992226390.4,3.2153,3214520337.6,3.2081,5544860256.0,5.2409,7380658584.0,6.557,8054330918.4,3.5705,8983676793.6,3.72,10184081882.4,3.9414,15522980321.7,5.5682
600266,11122410000.0,3.2456,11478090000.0,3.1519,8514090000.0,1.7405,12057552000.0,2.2489,13880412000.0,2.3143,11132784000.0,1.4497,7981459200.0,0.9175,34114460800.0,1.7966
600270,10711848747.6,2.375,7424950104.0,1.7869,6881661072.0,1.3981,7596991630.8,1.4912,7261963394.4,1.4733,8357596275.6,1.5694,11010657715.2,1.9449,29400990799.0,4.2448
600271,17772372000.0,6.401,14515848000.0,4.5515,14977548000.0,4.1165,22124664000.0,5.0362,18135576000.0,3.6083,13971042000.0,2.4711,18477234000.0,2.8937,93263400000.0,13.2636
600284,3039700000.0,3.607,4587960000.0,2.1559,3636460000.0,1.6203,5255740000.0,2.196,3901219200.0,1.5183,7457110400.0,1.7382,6923469600.0,1.4819,12807379200.0,2.6614
600289,4807337525.76,3.5847,4709372260.98,3.3411,4860015861.42,3.3933,5012067342.6,3.3179,4175882678.82,2.3003,4600579957.98,2.4241,5126712310.98,2.6896,17957535855.0,9.1823
600292,2384985000.0,2.5912,2903460000.0,3.735,2796420000.0,3.0833,4943910000.0,5.2359,6239727432.84,2.3837,10954074410.4,3.9258,9295607069.76,3.1928,20355295696.5,4.2113
600309,35578722816.0,9.7852,28792318464.0,6.8916,29025185280.0,5.4342,37084040448.0,5.6042,32694500966.4,4.2349,38078714419.2,4.208,36435340032.0,3.4921,60912968499.0,5.5073
600316,8124984000.0,4.185,7211232000.0,4.02,11427192000.0,5.76,20337367560.3,4.3143,11151130661.6,2.4755,15116773913.0,3.2669,11351922725.0,2.3818,34665314930.0,6.9704
600325,12786763953.0,6.2005,16700412472.8,3.6044,8668854028.2,1.6584,8350206236.4,1.4673,7672058371.8,1.2264,6185035343.4,0.946,5351648811.0,0.8377,12819445464.0,1.8294
600348,22655100000.0,6.4699,25290980000.0,5.1058,40221220000.0,5.9172,58080750000.0,6.0961,45719050000.0,3.6376,28547350000.0,2.0564,13780650000.0,1.0411,27609400000.0,2.1003
600362,89989760052.8,4.6398,93979900572.4,4.4956,86543729604.0,3.6696,1.14304697659e+11,3.1928,88992145708.5,2.1832,72717317505.0,1.6592,42314553329.1,0.942,91416056160.0,1.9909
600366,3189886050.0,1.9707,4586945325.0,3.1027,6518290725.0,3.7384,7123815000.0,3.8466,12553745100.0,5.006,9847486935.0,3.4638,7156663702.5,2.3407,18772371002.0,5.8756
600376,13053976000.0,3.6241,15046084000.0,3.9641,16268962500.0,1.6629,16291957500.0,1.5364,20701248750.0,1.7284,14752442250.0,1.124,10021795875.0,0.7168,30850092000.0,2.0324
600383,19147735382.9,2.2437,28931372305.0,3.0911,28081073832.2,1.7624,26381900574.8,1.4755,31345275089.7,1.5041,34654191433.0,1.453,35682638404.6,1.2251,61443220680.0,1.9499
